date,time,fare,tip,earnings,distance,duration,restaurant_address,points,deliveries_count,dropoff_latitude,dropoff_longitude,restaurant_latitude,restaurant_longitude,weekday,weekday_name,is_weekend,is_holiday,duration_min,speed_mph,part_of_day,earnings_per_mile,earnings_per_hour,tip_pct,driver_binary
2025-05-15,11.0,3.209999999999999,5.4,8.61,4.54,20m 36s,Chick-fil-A (3707 State St),3,1,34.4282052,-119.7221634,34.44029719326225,-119.7429107309353,3,Thursday,False,False,20.6,13.223300970873783,Lunch,1.89647577092511,25.077669902912618,0.6271777003484321,0
2025-05-15,17.5,4.4,1.0,5.4,2.23,18m 39s,Apna Indian Kitchen (Santa Barbara),6,1,34.4177913,-119.7122866,34.4191948,-119.6985613,3,Thursday,False,False,18.65,7.174262734584452,Afternoon,2.4215246636771304,17.372654155495983,0.1851851851851851,1
2025-05-15,18.0,5.84,10.21,16.05,5.12,23m 05s,Nick the Greek (Santa Barbara),12,2,34.4403683,-119.7302801,34.4171204,-119.6957341,3,Thursday,False,False,23.083333333333332,13.308303249097474,Evening,3.134765625,41.71841155234657,0.6361370716510903,0
2025-05-15,19.0,9.87,14.43,24.3,12.14,53m 31s,Mandarin Palace,18,2,34.4144573,-119.86453,34.43908353739146,-119.75253219045725,3,Thursday,False,False,53.516666666666666,13.61071317346621,Evening,2.00164744645799,27.243849268140767,0.5938271604938271,0
2025-05-15,19.5,2.4299999999999997,10.0,12.43,1.35,10m 39s,"Wingstop, 3849 State St #163",6,1,34.4314606,-119.7491544,34.43951324301522,-119.74909193080344,3,Thursday,False,False,10.65,7.605633802816901,Evening,9.207407407407407,70.0281690140845,0.8045052292839904,1
2025-05-15,20.0,8.079999999999998,7.36,15.439999999999998,4.93,46m 13s,Target (Santa Barbara Galleria),12,2,34.4217036,-119.7073816,34.4401136,-119.7506709,3,Thursday,False,False,46.21666666666667,6.400288496213486,Evening,3.1318458417849895,20.04471691309051,0.4766839378238343,1
2025-09-15,18.0,7.259999999999998,15.55,22.81,4.91,36m 54s,The Win-Dow (Santa Barbara),12,2,34.4495877,-119.7192998,34.4175894,-119.6994583,0,Monday,False,False,36.9,7.983739837398375,Evening,4.645621181262729,37.08943089430894,0.6817185444980273,1
2025-09-15,18.5,5.640000000000001,9.87,15.51,5.83,36m 00s,Presto Pasta,12,2,34.3987888,-119.7145773,34.4372423191789,-119.72606260395004,0,Monday,False,False,36.0,9.716666666666669,Evening,2.660377358490566,25.85,0.6363636363636364,1
2025-09-15,20.0,3.42,7.59,11.01,2.46,10m 35s,Eureka! (Santa Barbara),6,1,34.4399304,-119.721851,34.41881513514415,-119.70021517696546,0,Monday,False,False,10.583333333333334,13.946456692913385,Evening,4.475609756097561,62.41889763779527,0.6893732970027248,1
2025-04-16,10.5,4.35,9.23,13.58,5.76,31 min 49 sec,Backyard Bowls - Motor Way,3,1,34.432788,-119.6358268,34.415181,-119.6944264,2,Wednesday,False,False,31.816666666666663,10.862231534834992,Morning,2.357638888888889,25.609219486642225,0.6796759941089838,0
2025-04-16,11.0,3.38,3.0,6.38,3.08,15 min 01 sec,Starbucks (Montecito),3,1,34.4158583,-119.6767938,34.42171,-119.65018,2,Wednesday,False,False,15.016666666666667,12.30632630410655,Lunch,2.071428571428571,25.49167591564928,0.4702194357366771,0
2025-08-16,7.5,6.24,9.0,15.24,8.14,31m 48s,Albertsons (0354),2,1,34.41182343943442,-119.86450526162282,34.44249063680539,-119.82547960064971,5,Saturday,True,False,31.8,15.358490566037736,Morning,1.872235872235872,28.754716981132074,0.5905511811023622,0
2025-08-16,8.5,2.25,4.73,6.98,1.16,28m 48s,Starbucks (888 Embarcadero del Norte),1,1,34.417430743473545,-119.85865276455183,34.4133556,-119.8551797,5,Saturday,True,False,28.8,2.4166666666666665,Morning,6.017241379310345,14.541666666666666,0.6776504297994269,0
2025-08-16,9.5,11.56,4.13,15.689999999999998,12.26,36m 16s,Cajé,1,1,34.4215118,-119.6941699,34.425317675129044,-119.7066449776383,5,Saturday,True,False,36.266666666666666,20.283088235294116,Morning,1.2797716150081564,25.95772058823529,0.2632249840662843,0
2025-08-16,17.0,3.09,13.0,16.09,1.66,15 min 4 sec,California Pizza Kitchen (719 Paseo Nuevo),6,1,34.4025223,-119.7050748,34.4188553,-119.7005545,5,Saturday,True,False,15.066666666666666,6.610619469026548,Afternoon,9.69277108433735,64.07522123893806,0.8079552517091361,1
2025-08-16,18.0,5.140000000000001,10.51,15.65,2.26,29 min 50 sec,The Win-Dow (Santa Barbara),12,3,34.4359799,-119.7027872,34.4175894,-119.6994583,5,Saturday,True,False,29.833333333333332,4.545251396648045,Evening,6.924778761061948,31.474860335195533,0.6715654952076677,1
2025-08-16,19.5,9.409999999999998,8.65,18.06,8.59,41 min 41 sec,McConnell's Fine Ice Creams (728 State St.),12,2,34.4510382,-119.7812059,34.4194219,-119.698832,5,Saturday,True,False,41.68333333333333,12.364654138344664,Evening,2.1024447031431897,25.99600159936026,0.4789590254706534,1
2025-08-16,20.5,6.869999999999999,8.17,15.04,7.31,39m 22s,Edomasa,12,3,34.4248015,-119.671787,34.43619233892461,-119.72536888860704,5,Saturday,True,False,39.36666666666667,11.141405588484336,Evening,2.057455540355677,22.9229466553768,0.543218085106383,0
2025-08-16,21.5,2.7,3.0,5.7,0.67,13 min 58 sec,Mandarin Palace,1,1,34.4403683,-119.7302801,34.43918971776994,-119.75258583463608,5,Saturday,True,False,13.966666666666669,2.8782816229116945,Evening,8.507462686567164,24.48687350835322,0.5263157894736842,1
2025-08-16,22.0,7.58,0.0,7.58,4.7,21 min 12 sec,Jack in the Box (3747 State St),1,1,34.4289143,-119.7236716,34.4401877,-119.7441611,5,Saturday,True,False,21.2,13.30188679245283,Night,1.6127659574468085,21.452830188679247,0.0,1
2025-08-16,22.5,8.66,3.0,11.66,3.84,36 min 25 sec,"Taco Bell, 821 N Milpas St",1,1,34.4330791,-119.7427765,34.4295465,-119.6900785,5,Saturday,True,False,36.416666666666664,6.326773455377575,Night,3.0364583333333335,19.210983981693367,0.2572898799313893,1
2025-07-16,9.0,6.58,2.0,8.58,12.66,32m 15s,Albertsons (0354),1,1,34.4263607,-119.7274059,34.44249063680539,-119.82547960064971,2,Wednesday,False,False,32.25,23.553488372093025,Morning,0.6777251184834123,15.96279069767442,0.2331002331002331,0
2025-07-16,10.0,4.02,1.0,5.02,3.97,12m 31s,Taco Bell (1840 Cliff Dr),1,1,34.4172537,-119.7018411,34.4018453,-119.7217806,2,Wednesday,False,False,12.516666666666667,19.030625832223706,Morning,1.26448362720403,24.063914780292937,0.199203187250996,0
2025-06-16,1.5,9.02,0.0,9.02,1.44,17m 36s,"Taco Bell, 821 N Milpas St",1,1,34.4202466,-119.710054,34.4295465,-119.6900785,0,Monday,False,False,17.6,4.909090909090909,Night,6.263888888888888,30.75,0.0,1
2025-06-16,6.5,5.02,3.0,8.02,3.7,23m 07s,"McDonald's, Cliff Dr",1,1,34.4149116,-119.7134866,34.40199183394763,-119.7223161290166,0,Monday,False,False,23.116666666666667,9.603460706560924,Morning,2.167567567567567,20.816149963950977,0.3740648379052369,0
2025-06-16,9.0,2.99,4.09,7.08,1.98,17m 20s,Cajé,1,1,34.4302899,-119.8601508,34.425317675129044,-119.7066449776383,0,Monday,False,False,17.333333333333332,6.853846153846154,Morning,3.5757575757575757,24.50769230769231,0.577683615819209,0
2025-06-16,9.5,4.059999999999999,6.23,10.29,6.81,58m 11s,Breakfast Beauties (6553 Pardall Rd),1,1,34.4315544,-119.7921874,34.4129186,-119.8564074,0,Monday,False,False,58.18333333333333,7.022629619020338,Morning,1.5110132158590308,10.611286164422802,0.6054421768707484,0
2025-06-16,11.5,8.56,8.76,17.32,14.44,1h 24m,Hummus Republic – Isla Vista,6,2,34.4220828,-119.6795356,34.4132955,-119.8559139,0,Monday,False,False,24.0,36.099999999999994,Lunch,1.1994459833795017,43.3,0.5057736720554272,0
2025-03-16,0.5,5.869999999999999,4.0,9.87,3.83,24 min 55 s,"Taco Bell, 821 N Milpas St",1,1,34.4221319,-119.702667,34.4295465,-119.6900785,6,Sunday,True,False,24.916666666666668,9.222742474916387,Night,2.577023498694517,23.767224080267557,0.4052684903748734,1
2025-03-16,1.0,13.010000000000002,4.0,17.01,5.64,27 min 12 s,McDonald's (146 S Fairview Ave),2,2,34.4221319,-119.702667,34.43692021059231,-119.83021865921248,6,Sunday,True,False,27.2,12.441176470588236,Night,3.0159574468085113,37.52205882352942,0.2351557907113462,1
2025-03-16,2.0,15.489999999999998,8.0,23.49,10.23,33 min 59 s,Jack in the Box (501 N Milpas St),3,2,34.427996,-119.6701153,34.4262994,-119.6856795,6,Sunday,True,False,33.983333333333334,18.061794997547818,Night,2.296187683284457,41.47327121137812,0.3405704555129842,1
2025-03-16,3.0,15.27,5.0,20.27,9.12,28 min 12 s,McDonald's (146 S Fairview Ave),3,2,34.4358295,-119.8276389,34.43692021059231,-119.83021865921248,6,Sunday,True,False,28.2,19.404255319148938,Night,2.2225877192982457,43.12765957446808,0.246669955599408,1
2025-03-16,8.0,6.4399999999999995,9.78,16.22,5.71,25m 18s,Starbucks (Montecito),2,2,34.4366449,-119.6368237,34.42171,-119.65018,6,Sunday,True,False,25.3,13.541501976284584,Morning,2.8406304728546408,38.46640316205533,0.6029593094944513,0
2025-03-16,12.0,6.1,5.0,11.1,3.91,31m 28s,Asia 101,6,2,34.4320597,-119.8741797,34.4129247,-119.855609,6,Sunday,True,False,31.466666666666665,7.455508474576272,Lunch,2.838874680306905,21.16525423728814,0.4504504504504504,0
2025-03-16,14.0,3.369999999999999,5.0,8.37,3.41,15m 15s,Jersey Mike's Subs (3325 State Street),3,1,34.4495877,-119.7192998,34.44026089331222,-119.7358754039498,6,Sunday,True,False,15.25,13.416393442622953,Lunch,2.454545454545454,32.9311475409836,0.5973715651135006,0
2025-03-16,15.5,2.55,3.0,5.55,0.85,13 min 55 s,McDonald's (3940 State St),1,1,34.4418142,-119.7489223,34.440895,-119.753051,6,Sunday,True,False,13.916666666666666,3.664670658682635,Afternoon,6.529411764705882,23.92814371257485,0.5405405405405406,1
2025-05-16,7.0,8.05,7.0,15.05,2.74,13m 31s,Vons:3329,1,1,34.4064551,-119.7412823,34.40314595353998,-119.72389330095226,4,Friday,False,False,13.516666666666667,12.16276202219482,Morning,5.492700729927007,66.80641183723797,0.4651162790697674,0
2025-05-16,7.0,3.5100000000000007,5.05,8.56,3.53,20m 30s,"Starbucks (State & Victoria, Santa Barbara)",1,1,34.424974,-119.7027632,34.42407225156649,-119.70583674302095,4,Friday,False,False,20.5,10.33170731707317,Morning,2.424929178470255,25.053658536585367,0.5899532710280373,0
2025-05-16,8.0,7.0600000000000005,2.0,9.06,8.92,22m 47s,Banda Burrito (3614 State St),1,1,34.435435,-119.8580618,34.440811051331245,-119.7409175039498,4,Friday,False,False,22.783333333333335,23.490855888807605,Morning,1.015695067264574,23.859546452084857,0.2207505518763796,0
2025-05-16,10.0,5.83,8.18,14.01,11.25,36m 45s,Nothing Bundt Cakes (Santa Barbara-Goleta),1,1,34.4221319,-119.702667,34.4417828,-119.8256887,4,Friday,False,False,36.75,18.36734693877551,Morning,1.2453333333333334,22.8734693877551,0.583868665239115,0
2025-05-16,20.5,10.970000000000002,16.88,27.85,12.47,48m 36s,Luna Grill - Santa Barbara,18,2,34.417430743473545,-119.85865276455183,34.4401289,-119.7523599,4,Friday,False,False,48.6,15.395061728395062,Evening,2.2333600641539695,34.382716049382715,0.6061041292639138,0
2025-05-16,21.5,6.52,3.5,10.02,4.18,22m 56s,Gopuff Delivery,1,1,34.41182343943442,-119.86450526162282,34.440715206830504,-119.73035170394978,4,Friday,False,False,22.933333333333337,10.936046511627904,Evening,2.397129186602871,26.21511627906976,0.3493013972055888,0
2025-04-17,8.0,3.24,2.0,5.24,3.68,14 min 25 sec,"Starbucks (1990 Cliff Drive, Santa Barbara)",1,1,34.4092812,-119.6989913,34.4023846,-119.7234177,3,Thursday,False,False,14.416666666666666,15.315606936416186,Morning,1.423913043478261,21.808092485549135,0.381679389312977,0
2025-04-17,13.5,3.0199999999999996,19.41,22.43,1.61,30m 24s,California Pizza Kitchen (719 Paseo Nuevo),3,1,34.4324226,-119.7181974,34.4188553,-119.7005545,3,Thursday,False,False,30.4,3.177631578947369,Lunch,13.93167701863354,44.26973684210527,0.8653588943379402,1
2025-04-17,14.5,3.89,5.2,9.09,4.04,36m 09s,Thai Bistro,1,1,34.414603,-119.6898905,34.440842418961715,-119.7322697886068,3,Thursday,False,False,36.15,6.70539419087137,Lunch,2.25,15.087136929460582,0.5720572057205721,1
2025-04-17,19.0,9.81,10.12,19.93,8.81,42 min 17 sec,Hana Kitchen - State Street,12,2,34.4216872,-119.5972956,34.4168496,-119.6958222,3,Thursday,False,False,42.28333333333333,12.501379582183684,Evening,2.2622020431328034,28.280646432794644,0.5077772202709483,0
2025-04-17,20.0,7.609999999999999,3.0,10.61,7.64,28 min 52 sec,China Palace,6,1,34.444463,-119.6929292,34.42186627540789,-119.6496213058011,3,Thursday,False,False,28.866666666666667,15.879907621247114,Evening,1.388743455497382,22.05311778290993,0.2827521206409048,0
2025-04-17,20.5,21.0,4.5,25.5,16.15,59 min 33 sec,Sachi Ramen (Santa Barbara),18,3,34.410031666777655,-119.86178711574163,34.4179964,-119.7000379,3,Thursday,False,False,59.55,16.272040302267,Evening,1.5789473684210529,25.692695214105797,0.1764705882352941,0
2025-04-17,21.5,2.5200000000000005,5.62,8.14,1.91,15m 21s,McDonald's (29 N Milpas St),1,1,34.4177913,-119.7122866,34.42374070774889,-119.67975739730134,3,Thursday,False,False,15.35,7.4657980456026065,Evening,4.2617801047120425,31.81758957654724,0.6904176904176904,1
2025-04-17,22.0,2.3099999999999996,3.0,5.31,1.49,16m 03s,McDonald's (29 N Milpas St),1,1,34.4025327,-119.7046555,34.42374070774889,-119.67975739730134,3,Thursday,False,False,16.05,5.5700934579439245,Night,3.5637583892617446,19.850467289719624,0.5649717514124294,1
2025-04-17,23.0,3.74,6.67,10.41,1.66,22m 27s,Jack in the Box (501 N Milpas St),1,1,34.4315262,-119.7014581,34.4262994,-119.6856795,3,Thursday,False,False,22.45,4.436525612472161,Night,6.271084337349398,27.82182628062361,0.6407300672430355,1
2025-08-17,7.5,2.4299999999999997,7.01,9.44,1.51,17m 58s,Jack in the Box (3747 State St),1,1,34.4403683,-119.7302801,34.4401877,-119.7441611,6,Sunday,True,False,17.966666666666665,5.042671614100186,Morning,6.251655629139073,31.52504638218924,0.7425847457627118,0
2025-08-17,11.0,9.41,2.0,11.41,3.47,14m 53s,"Crushcakes & Cafe, E Arrellaga St",3,1,34.4339275,-119.7779138,34.4353401,-119.812357,6,Sunday,True,False,14.883333333333333,13.988801791713326,Lunch,3.2881844380403455,45.99776035834267,0.175284837861525,0
2025-08-17,12.5,3.5199999999999996,8.99,12.51,2.26,12m 30s,McDonald's (3940 State St),3,1,34.4350604,-119.7506675,34.440895,-119.753051,6,Sunday,True,False,12.5,10.848,Lunch,5.535398230088496,60.047999999999995,0.718625099920064,0
2025-08-17,13.5,4.11,6.38,10.49,8.38,28 min 35 sec,Luna Grill - Santa Barbara,3,1,34.4249118,-119.6371854,34.4401289,-119.7523599,6,Sunday,True,False,28.583333333333332,17.590670553935862,Lunch,1.2517899761336515,22.0198250728863,0.6081982840800763,1
2025-08-17,17.5,8.009999999999998,4.19,12.2,18.06,1h 08m,Poke House (Santa Barbara),6,1,34.411962630450965,-119.86649423643634,34.4196536,-119.7001077,6,Sunday,True,False,8.0,135.45,Afternoon,0.6755260243632337,91.5,0.3434426229508197,0
2025-08-17,18.5,3.53,5.62,9.15,5.03,16 min 43 sec,Tamar,6,1,34.428777,-119.6289383,34.41605769601775,-119.68998629045824,6,Sunday,True,False,16.716666666666665,18.053838484546365,Evening,1.8190854870775348,32.841475573280164,0.614207650273224,1
2025-08-17,20.5,4.120000000000001,14.61,18.73,5.42,26 min 25 sec,Chipotle Mexican Grill (3851 State St),12,2,34.4031769,-119.703819,34.439698635958216,-119.74914917511413,6,Sunday,True,False,26.416666666666668,12.310410094637222,Evening,3.455719557195572,42.54132492113564,0.7800320341697811,1
2025-08-17,20.5,2.6999999999999993,8.91,11.61,3.68,15m 46s,"McDonald's, Cliff Dr",12,1,34.3988712,-119.71793,34.40277756928841,-119.7224755809584,6,Sunday,True,False,15.766666666666667,14.004228329809726,Evening,3.1548913043478257,44.18181818181818,0.7674418604651163,0
2025-08-17,21.0,5.16,5.5,10.66,5.27,29 min 26 sec,Taco Bell (1840 Cliff Dr),2,2,34.4389714,-119.7649853,34.4018453,-119.7217806,6,Sunday,True,False,29.433333333333337,10.74292185730464,Evening,2.0227703984819736,21.730464326160813,0.5159474671669794,1
2025-08-17,22.0,4.77,3.5,8.27,10.34,39 min 47 sec,McDonald's (146 S Fairview Ave),1,1,34.4081276,-119.7065475,34.4368539,-119.8301947,6,Sunday,True,False,39.78333333333333,15.59447004608295,Night,0.799806576402321,12.472559698366153,0.4232164449818621,1
2025-08-17,23.0,3.140000000000001,4.35,7.49,2.4,19 min 34 sec,"McDonald's, Cliff Dr",1,1,34.4403683,-119.7302801,34.40199183394763,-119.7223161290166,6,Sunday,True,False,19.566666666666663,7.359454855195912,Night,3.1208333333333336,22.96763202725724,0.5807743658210948,1
2025-06-17,8.5,4.08,5.0,9.08,4.33,27m 45s,Banda Burrito (3614 State St),1,1,34.4085594,-119.7008271,34.440811051331245,-119.7409175039498,1,Tuesday,False,False,27.75,9.362162162162162,Morning,2.096997690531178,19.63243243243243,0.5506607929515418,0
2025-06-17,9.5,5.6000000000000005,5.47,11.07,11.88,27m 52s,Oakberry Açaí (Isla Vista),1,1,34.4106950633126,-119.86198507511556,34.4132486,-119.8577182,1,Tuesday,False,False,27.866666666666667,25.578947368421055,Morning,0.9318181818181818,23.83492822966507,0.4941282746160794,0
2025-06-17,10.5,2.76,4.42,7.18,1.18,14m 58s,Subway (3967 State Street),1,1,34.43932,-119.7374563,34.4387187,-119.7518561,1,Tuesday,False,False,14.966666666666669,4.730512249443207,Morning,6.084745762711864,28.78396436525612,0.6155988857938719,0
2025-06-17,11.0,6.270000000000001,11.1,17.37,14.64,35m 03s,AH Juice Organics,3,1,34.410031666777655,-119.86178711574163,34.4217903,-119.6900163,1,Tuesday,False,False,35.05,25.061340941512128,Lunch,1.1864754098360657,29.73466476462197,0.6390328151986182,0
2025-06-17,12.0,4.659999999999999,6.38,11.04,9.76,30m 31s,"Yet’z Bagels, Kellogg Way, Goleta, CA",3,1,34.4540853,-119.7604128,34.4128726,-119.8572217,1,Tuesday,False,False,30.516666666666666,19.18951392681595,Lunch,1.1311475409836065,21.706171490988527,0.5778985507246377,0
2025-06-17,19.5,6.289999999999999,3.39,9.68,4.39,17m 04s,Taco Bell (5980 Hollister Ave),6,1,34.4151986,-119.8625524,34.4362939,-119.8304545,1,Tuesday,False,False,17.066666666666666,15.433593749999998,Evening,2.20501138952164,34.03125,0.3502066115702479,0
2025-06-17,23.5,4.03,3.0,7.03,2.9,20m 11s,7‑Eleven (Montecito St),1,1,34.4248015,-119.671787,34.41226742768558,-119.6977621609164,1,Tuesday,False,False,20.183333333333337,8.62097440132122,Night,2.424137931034483,20.898431048720063,0.4267425320056899,1
2025-03-17,10.5,8.899999999999999,5.19,14.09,1.44,7m 27s,Mesa Cafe & Bar,1,1,34.4011196,-119.7200647,34.40239286602468,-119.72345377642594,0,Monday,False,False,7.45,11.59731543624161,Morning,9.784722222222223,113.47651006711408,0.3683463449254791,0
2025-03-17,10.5,3.29,3.0,6.29,3.27,17m 54s,"McDonald's, Cliff Dr",1,1,34.4100045,-119.702745,34.402055150618835,-119.72232508382828,0,Monday,False,False,17.9,10.960893854748605,Morning,1.9235474006116209,21.083798882681567,0.4769475357710652,0
2025-03-17,21.5,4.22,2.0,6.22,6.62,20 min 37 s,Edomasa,1,1,34.4011196,-119.7200647,34.43619233892461,-119.72536888860704,0,Monday,False,False,20.616666666666667,19.26596604688763,Evening,0.9395770392749244,18.1018593371059,0.3215434083601286,1
2025-03-17,23.5,6.029999999999999,3.0,9.03,6.02,15 min 43 s,McDonald's (3940 State St),1,1,34.4221319,-119.702667,34.440871,-119.753054,0,Monday,False,False,15.716666666666669,22.981972428419933,Night,1.5,34.4729586426299,0.3322259136212624,1
2025-05-17,0.5,3.12,4.29,7.41,3.29,20m 25s,"Taco Bell, 821 N Milpas St",1,1,34.4427111,-119.7346919,34.4295465,-119.6900785,5,Saturday,True,False,20.416666666666668,9.668571428571427,Night,2.2522796352583585,21.776326530612245,0.5789473684210527,1
2025-05-17,1.5,5.039999999999999,7.0,12.04,3.97,34m 22s,Jack in the Box (6875 Hollister Ave),2,2,34.4445865,-119.8316801,34.4299362,-119.8687794,5,Saturday,True,False,34.36666666666667,6.93113482056256,Night,3.032745591939546,21.020368574199804,0.5813953488372093,1
2025-05-17,7.0,4.5,3.0,7.5,4.53,23m 36s,Jack in the Box (501 N Milpas St),1,1,34.4031769,-119.703819,34.4262994,-119.6856795,5,Saturday,True,False,23.6,11.516949152542372,Morning,1.6556291390728477,19.06779661016949,0.4,0
2025-05-17,7.5,7.52,6.21,13.73,14.3,47m 02s,Peet’s Coffee – Santa Barbara (1040),2,2,34.4248015,-119.671787,34.4402556,-119.7515615,5,Saturday,True,False,47.03333333333333,18.242381289865342,Morning,0.96013986013986,17.515237420269315,0.4522942461762563,0
2025-05-17,8.5,10.86,4.8,15.66,15.27,30m 39s,Mesa Cafe & Bar,1,1,34.4394636,-119.8889699,34.402490240763434,-119.72346450518307,5,Saturday,True,False,30.65,29.89233278955954,Morning,1.025540275049116,30.6557911908646,0.3065134099616858,0
2025-05-17,9.0,6.01,2.0,8.01,6.1,25m 21s,McDonald's (6900 Market Place Drive),1,1,34.4146025,-119.84581,34.4290307,-119.870121,5,Saturday,True,False,25.35,14.437869822485204,Morning,1.3131147540983608,18.958579881656803,0.2496878901373283,0
2025-05-17,10.0,4.02,4.0,8.02,5.61,33m 51s,Kaiju Ramen and Curry (Isla Vista),1,1,34.4358295,-119.8276389,34.4129239,-119.8573375,5,Saturday,True,False,33.85,9.943870014771049,Morning,1.4295900178253118,14.215657311669126,0.4987531172069825,0
2025-05-17,19.0,20.520000000000003,6.01,26.53,17.93,58m 35s,Poke House (Santa Barbara),18,2,34.42586574610503,-119.86969091756649,34.4196536,-119.7001077,5,Saturday,True,False,58.583333333333336,18.363584637268847,Evening,1.479643056330173,27.171550497866285,0.2265359969845457,0
2025-05-17,20.0,2.41,2.0,4.41,1.95,14m 45s,Kyoto Japanese Restaurant,6,1,34.438298,-119.7401389,34.44095850422322,-119.73380944614956,5,Saturday,True,False,14.75,7.932203389830509,Evening,2.2615384615384615,17.938983050847458,0.4535147392290249,1
2025-05-17,20.5,4.950000000000001,11.31,16.26,11.13,31m 55s,Kyoto Japanese Restaurant,6,1,34.4355677,-119.8540293,34.44095850422322,-119.73380944614956,5,Saturday,True,False,31.916666666666668,20.92323759791123,Evening,1.4609164420485174,30.567101827676243,0.6955719557195572,1
2025-05-17,21.0,6.140000000000001,15.43,21.57,6.86,28m 21s,Santa Barbara Chicken Ranch - De la Vina,12,2,34.4908062,-119.7956362,34.4351679,-119.724625,5,Saturday,True,False,28.35,14.51851851851852,Evening,3.1443148688046647,45.650793650793645,0.7153453871117292,0
2025-05-17,21.0,4.01,11.18,15.19,4.42,24m 19s,McDonald's (146 S Fairview Ave),1,1,34.4297055,-119.8696173,34.4368539,-119.8301947,5,Saturday,True,False,24.316666666666663,10.906100068540097,Evening,3.436651583710407,37.480466072652504,0.7360105332455563,1
2025-09-17,16.5,6.369999999999999,11.72,18.09,4.58,36m 50s,Mesa Pizza Co,7,1,34.4335639,-119.7069138,34.40108659219629,-119.72255717511602,2,Wednesday,False,False,36.833333333333336,7.460633484162895,Afternoon,3.949781659388646,29.46787330316742,0.6478717523493643,1
2025-09-17,17.5,31.679999999999996,18.55,50.23,14.04,55m 44s,Sephora US (Lower State),18,3,34.4265916,-119.888552,34.41942143366799,-119.69927730395088,2,Wednesday,False,False,55.733333333333334,15.114832535885167,Afternoon,3.5776353276353277,54.07535885167464,0.369301214413697,1
2025-09-17,20.5,4.779999999999999,3.25,8.03,3.35,30m 25s,Chipotle Mexican Grill (270 Storke Rd Ste F),6,1,34.41123158360512,-119.86119536347309,34.4291769,-119.8694057,2,Wednesday,False,False,30.416666666666668,6.608219178082193,Evening,2.397014925373134,15.84,0.4047322540473225,1
2025-09-17,23.0,7.749999999999999,5.79,13.54,3.74,24m 10s,Taco Bell (1840 Cliff Dr),2,2,34.4279799,-119.7211213,34.4018453,-119.7217806,2,Wednesday,False,False,24.166666666666668,9.28551724137931,Night,3.6203208556149726,33.61655172413793,0.4276218611521418,1
2025-09-17,23.5,8.69,2.0,10.69,2.13,43m 20s,"Taco Bell, 821 N Milpas St",2,2,34.4403683,-119.7302801,34.4295465,-119.6900785,2,Wednesday,False,False,43.333333333333336,2.9492307692307693,Night,5.018779342723005,14.801538461538462,0.1870907390084191,1
2025-04-18,9.5,4.34,3.73,8.07,1.93,17 min 13 sec,7‑Eleven (Montecito St),1,1,34.4270827,-119.6992472,34.41226742768558,-119.6977621609164,4,Friday,False,False,17.216666666666665,6.726040658276864,Morning,4.181347150259068,28.123910939012593,0.4622057001239157,0
2025-04-18,9.5,9.49,5.0,14.49,10.76,47 min 41 sec,Jack in the Box (501 N Milpas St),2,2,34.4442097,-119.7533145,34.4262994,-119.6856795,4,Friday,False,False,47.68333333333333,13.53932191541419,Morning,1.346654275092937,18.23278573925201,0.3450655624568668,0
2025-04-18,15.0,7.09,0.0,7.09,11.46,47m 47s,Su’s Bowl (Isla Vista),1,1,34.42630266716738,-119.73232483278632,34.4129772,-119.857419,4,Friday,False,False,47.78333333333333,14.3899546564353,Afternoon,0.618673647469459,8.902685734216952,0.0,1
2025-04-18,17.5,5.52,7.0,12.52,5.87,31 min 33 sec,Vons:3329,6,1,34.4231777,-119.6610121,34.40314595353998,-119.72389330095226,4,Friday,False,False,31.55,11.16323296354992,Afternoon,2.1328790459965927,23.80982567353407,0.5591054313099042,0
2025-04-18,20.0,6.0600000000000005,8.0,14.06,2.76,34m 17s,McDonald's (3940 State St),12,1,34.4391644,-119.7699483,34.440895,-119.753051,4,Friday,False,False,34.28333333333333,4.830335439961108,Evening,5.0942028985507255,24.606708799222172,0.5689900426742531,1
2025-08-18,11.0,5.5,6.0,11.5,13.4,52m 30s,Momma’s Soul Food,3,1,34.4009632,-119.7042387,34.41468832838109,-119.85674431175606,0,Monday,False,False,52.5,15.314285714285717,Lunch,0.8582089552238805,13.142857142857142,0.5217391304347826,0
2025-08-18,20.0,4.96,0.08,5.04,1.51,18 min 51 sec,Eureka! (Santa Barbara),6,1,34.4403683,-119.7302801,34.41881513514415,-119.70021517696546,0,Monday,False,False,18.85,4.806366047745358,Evening,3.337748344370861,16.042440318302386,0.0158730158730158,1
2025-08-18,22.0,2.51,7.77,10.28,1.56,9 min 23 sec,Broad Street Oyster Company (Santa Barbara),1,1,34.414603,-119.6898905,34.41652699999999,-119.6945756,0,Monday,False,False,9.383333333333333,9.975133214920072,Night,6.589743589743589,65.7335701598579,0.7558365758754864,1
2025-07-18,8.5,3.66,0.0,3.66,0.82,10m 01s,Starbucks (Five Points Center),1,1,34.4418142,-119.7489223,34.43911270835084,-119.75283467693296,4,Friday,False,False,10.016666666666667,4.911813643926788,Morning,4.463414634146342,21.923460898502498,0.0,0
2025-07-18,10.0,3.0699999999999994,5.22,8.29,4.1,24m 03s,McDonald's (6900 Market Place Drive),1,1,34.4371445,-119.8926342,34.4290307,-119.870121,4,Friday,False,False,24.05,10.228690228690228,Morning,2.021951219512195,20.68191268191268,0.629674306393245,0
